Species,Family,Higher_level,Diversity,Size/Weight/Age,Length Type,Min depth,Max depth,Northernmost Lat (north is +),Southernmost Lat,Max abs lat,Min temp,Max temp,Trophic Level,distribution,habitat,burrowing,Activity,Citation,Categories,Counter
Lutjanus_jocu,Lutjanidae,,,128,TL male/unsexed,2,40,42,-9,42,NA,NA,4.4,"Western Atlantic:  Massachusetts, USA to So Paulo, Brazil (Ref. 57756), including the Gulf of Mexico and the Caribbean Sea (Ref. 9626).  Eastern Atlantic:  St. Paul""quot;s Rocks and Ascension Island (Ref. 13121), Tinhosa Grande, south of Prncipe Island (L.A. Pereira (pers. comm.).","reef-associated; freshwater; brackish; marine; depth range 2 - 40 m (Ref. 58047), usually 5 - 30 m (Ref. 9710)",,Nocturnal,Bohnsack 1987,,1
Lutjanus_mahogoni,Lutjanidae,,,48,TL male/unsexed,0,100,36,9,36,NA,NA,4.3,"Western Atlantic:  North Carolina, USA to northeastern Brazil (Ref. 57756), including the Gulf of Mexico (Ref. 9626).  Common around the Caribbean.",reef-associated; marine; depth range 0 - 100 m (Ref. 36484),,Nocturnal,Bohnsack 1987,,1
Cantherhines_pullus,Monacanthidae,,,20,TL male/unsexed,3,50,43,-24,43,NA,NA,2.6,"Western Atlantic:  Massachusetts (USA), Bermuda, and northern Gulf of Mexico to southeastern Brazil.  Eastern Atlantic:  So Tom, Gulf of Guinea (Ref. 3592).","reef-associated; marine; depth range 3 - 50 m (Ref. 3592), usually 3 - 20 m (Ref. 40849)",,Diurnal,Bohnsack 1987,,1
Pseudupeneus_maculatus,Mullidae,,,30,TL male/unsexed,0,90,40,-23,40,NA,NA,3.7,"Western Atlantic:  Bermuda and New Jersey, USA to Santa Catarina, Brazil (Ref. 57756), including the Gulf of Mexico and throughout the Caribbean Sea (Ref. 9626).","reef-associated; marine; depth range 0 - 90 m (Ref. 9626), usually 0 - 35 m (Ref. 40849)",,Diurnal,Bohnsack 1987,,1
Lactophrys_bicaudalis,Ostraciidae,,,48,TL male/unsexed,3,50,30,-33,33,NA,NA,3.2,"Western Atlantic:  Florida (USA), Bahamas, and southern Gulf of Mexico to Brazil.  Eastern Atlantic:  Ascension Island (Ref. 3696).",reef-associated; marine; depth range 3 - 50 m (Ref. 11227),,Diurnal,Bohnsack 1987,,1
Holacanthus_bermudensis,Pomacanthidae,,,45,TL male/unsexed,2,92,35,18,35,NA,NA,3,"Western Atlantic:  Bermuda, Bahamas and off southern Florida, USA to the Gulf of Mexico.  Also to Yucatan, Mexico (Ref. 26938).","reef-associated; non-migratory; marine; depth range 2 - 92 m (Ref. 9710), usually 5 - 25 m (Ref. 9761)",,Diurnal,Bohnsack 1987,,1
Holacanthus_ciliaris,Pomacanthidae,,,45,TL male/unsexed,1,70,32,8,32,NA,NA,3,"Western Atlantic:  Florida, USA and Gulf of Mexico to Brazil.  Eastern Central Atlantic:  St. Paul""quot;s Rocks (Ref. 13121).",reef-associated; non-migratory; marine; depth range 1 - 70 m (Ref. 9710),,Diurnal,Bohnsack 1987,,1
Pomacanthus_arcuatus,Pomacanthidae,,,60,TL male/unsexed,2,30,NA,NA,NA,22,28,3.2,"Western Atlantic:  New England, USA to the vicinity of Rio de Janeiro, Brazil, including the Gulf of Mexico and the Caribbean (Ref. 26938).",reef-associated; non-migratory; marine; depth range 2 - 30 m (Ref. 9626),,Diurnal,Bohnsack 1987,,1
Cryptotomus_roseus,Scaridae,,,13,TL male/unsexed,? ,60,32,-33,33,NA,NA,2,"Western Atlantic:  Bermuda, southern Florida (USA), and Bahamas to Brazil (Ref. 7251).",reef-associated; marine; depth range ? - 60 m (Ref. 13628),,Diurnal,Bohnsack 1987,,1
Scarus_coelestinus,Scaridae,,,77,TL male/unsexed,5,75,32,,32,NA,NA,2,"Western Atlantic:  Bermuda, southern Florida (USA), and Bahamas to Rio de Janeiro, Brazil (Ref. 13628).","reef-associated; marine; depth range 5 - 75 m (Ref. 9710), usually ? - 20 m",,Diurnal,Bohnsack 1987,,1
Sparisoma_atomarium,Scaridae,,,25,TL male/unsexed,20,55,32,,32,NA,NA,2,"Western Atlantic:  Bermuda, southern Florida (USA), and Bahamas to northern South America.",reef-associated; marine; depth range 20 - 55 m (Ref. 9710),,Diurnal,Bohnsack 1987,,1
Sparisoma_radians,Scaridae,,,20,TL male/unsexed,1,12,32,,32,NA,NA,2,"Western Atlantic:  Bermuda, Florida (USA), Bahamas, and eastern Gulf of Mexico through central America to Santa Catarina, Brazil (Ref. 57756).",reef-associated; marine; depth range 1 - 12 m (Ref. 9710),,Diurnal,Bohnsack 1987,,1
Sparisoma_rubripinne,Scaridae,,,47.8,TL male/unsexed,1,15,NA,NA,NA,NA,NA,2,"Western Atlantic:  Massachusetts, USA and Bermuda to Rio de Janeiro, Brazil (Ref. 7251, 13628); throughout the Caribbean Sea (Ref. 3802) but absent in the Gulf of Mexico.  Eastern Atlantic:  Senegal to at least the Gulf of Guinea (Ref. 7360).",reef-associated; marine; depth range 1 - 15 m (Ref. 9710),,Diurnal,Bohnsack 1987,,1
Scomberomorus_cavalla,Scombridae,,,184,TL male/unsexed,5,140,44,-22,44,NA,NA,4.4,"Western Atlantic:  Canada (Ref. 5951) to Massachusetts, USA to So Paulo, Brazil.  Eastern Central Atlantic:  St. Paul""quot;s Rocks (Ref. 13121).","reef-associated; oceanodromous (Ref. 51243); marine; depth range 5 - 140 m (Ref. 36484), usually 5 - 15 m (Ref. 40849)",,Dual,Bohnsack 1987,,1
Scomberomorus_maculatus,Scombridae,,,91,FL male/unsexed,10,35,44,19,44,20,30,4.5,"Western Atlantic:  Canada (Ref. 5951) to Cape Cod to Miami (USA) and Gulf of Mexico coasts from Florida, USA to Yucatan, Mexico.  Three species namely:  Scomberomorus tritor in eastern Atlantic, Scomberomorus sierra in eastern Pacific, and Scomberomorus brasiliensis in the Caribbean and Atlantic coast of South America have often been confused with this species.  Absent in the Bahamas (Ref. 26938).",pelagic-neritic; oceanodromous (Ref. 51243); marine; depth range 10 - 35 m (Ref. 26912),,Dual,Bohnsack 1987,,1
Scomberomorus_regalis,Scombridae,,,183,TL male/unsexed,1,20,41,-24,41,NA,NA,4.5,"Western Atlantic:  Massachusetts, USA to Brazil, including the Bahamas and West Indies.","reef-associated; oceanodromous (Ref. 51243); marine; depth range 1 - 20 m (Ref. 9710), usually 1 - ? m (Ref. 55288)",,Dual,Bohnsack 1987,,1
Epinephelus_itajara,Serranidae,,,250,TL male/unsexed,? ,100,36,-33,36,NA,NA,4.1,"Western Atlantic:  Florida, USA  to southern Brazil, including the Gulf of Mexico and the Caribbean.  Eastern Atlantic:  Senegal to Congo (reported as Epinephelus esonue, Ref. 2739, 6809); rare in Canary Islands (Ref. 6808).  Eastern Pacific:  Gulf of California to Peru.","reef-associated; brackish; marine; depth range ? - 100 m (Ref. 9710), usually ? - 46 m (Ref. 55295)",,Crepuscular,Bohnsack 1987,,1
Epinephelus_morio,Serranidae,,,125,TL male/unsexed,5,330,35,-27,35,NA,NA,3.5,"Western Atlantic:  North Carolina, USA to southern Brazil, including the Gulf of Mexico, Caribbean, and Bermuda; strays occur north to Massachusetts.","reef-associated; non-migratory; marine; depth range 5 - 330 m (Ref. 13442), usually 70 - 330 m (Ref. 13442)",,Crepuscular,Bohnsack 1987,,1
Epinephelus_striatus,Serranidae,,,122,TL male/unsexed,1,90,35,-34,35,NA,NA,4.1,"Western Atlantic:  Bermuda, Florida, Bahamas, Yucatan Peninsula and throughout the Caribbean to southern Brazil.  Not known from the Gulf of Mexico except at the Campeche Bank off the coast of Yucatan, at Tortugas and off Key West.",reef-associated; oceanodromous (Ref. 51243); marine; depth range 1 - 90 m (Ref. 5217),,Crepuscular,Bohnsack 1987,,1
Hypoplectrus_gemma,Serranidae,,,13,NG male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.8,"Western Central Atlantic:  southern Florida, the Florida Keys, and the Bahamas.  Not found elsewhere.",reef-associated; marine,,Diurnal,Bohnsack 1987,,1
Hypoplectrus_nigricans,Serranidae,,,15.2,TL male/unsexed,3,13,NA,NA,NA,NA,NA,4,Western Atlantic:  Belize to Panama; throughout the rest of the Caribbean.  Absent off the coast of Venezuela.  Antilles (Ref. 26938).,reef-associated; marine; depth range 3 - 13 m (Ref. 9710),,Diurnal,Bohnsack 1987,,1
Mycteroperca_bonaci,Serranidae,,,150,TL male/unsexed,? ,250,33,-27,33,NA,NA,4.3,"Western Atlantic:  Bermuda and Massachusetts, USA to southern Brazil, including the southern Gulf of Mexico and the Caribbean.  Adults are unknown from the northeastern coast of the USA.",reef-associated; marine; depth range 6 - 33 m (Ref. 9710),,Crepuscular,Bohnsack 1987,,1
Rypticus_saponaceus,Serranidae,,,35,TL male/unsexed,1,62,NA,NA,NA,NA,NA,4.1,"Western Atlantic:  Bermuda and southern Florida, USA to Brazil.  Eastern Atlantic:  Mauritania to Angola, including St. Paul""quot;s Rocks (Ref. 13121), Cape Verde, St. Helena and Ascension islands.  One record from Cape of Good Hope, South Africa (Ref. 7320).","reef-associated; marine; depth range 1 - 62 m (Ref. 58047), usually 2 - 35 m (Ref. 40849)",,Crepuscular,Bohnsack 1987,,1
Calamus_calamus,Sparidae,,,56,TL male/unsexed,1,75,37,-33,37,NA,NA,3.5,"Western Atlantic:  North Carolina, USA and Bermuda to Brazil.",reef-associated; marine; depth range 1 - 75 m,,Diurnal,Bohnsack 1987,,1
Calamus_penna,Sparidae,,,46,TL male/unsexed,3,87,30,-33,33,NA,NA,4.4,"Western Atlantic:  Florida, USA and the northeastern Gulf of Mexico to Rio de Janeiro, Brazil; throughout the West Indies (Ref. 3815).",reef-associated; marine; depth range 3 - 87 m (Ref. 7251),,Diurnal,Bohnsack 1987,,1
Pagrus_pagrus,Sparidae,,,91,TL male/unsexed,0,250,55,-43,55,NA,NA,3.9,"Eastern Atlantic:  Strait of Gibraltar to 15N (rare southward 20N), including Madeira and the Canary Islands; Mediterranean and northward to the British Isles.  Western Atlantic:  New York, USA and northern Gulf of Mexico to Argentina (Ref. 7251), including the continental coast of the Caribbean Sea (Ref. 9626).","benthopelagic; oceanodromous (Ref. 51243); marine; depth range 0 - 250 m (Ref. 3688), usually 10 - 80 m (Ref. 9626)",,Diurnal,Bohnsack 1987,,1
Synodus_intermedius,Synodontidae,,,46,TL male/unsexed,3,320,37,17,37,NA,NA,4.2,"Western Atlantic:  Bermuda, North Carolina (USA) and northern Gulf of Mexico to Santa Catarina, Brazil (Ref. 57756).  Most common lizard fish in the West Indies (Ref. 13442).",reef-associated; marine; depth range 3 - 320 m (Ref. 9710),,Crepuscular,Bohnsack 1987,,1
Sphoeroides_spengleri,Tetraodontidae,,,30,TL male/unsexed,2,70,40,,40,NA,NA,3.3,"Western Atlantic:  Massachusetts, USA to Santa Catarina, Brazil (Ref. 57756).  Replaced by Sphoeroides marmoratus in the eastern Atlantic (P. Wirtz, pers. comm. 10/04).",reef-associated; brackish; marine; depth range 2 - 70 m (Ref. 26999),,Diurnal,Bohnsack 1987,,1
Gerres_cinereus,Gerreidae,,,41,TL male/unsexed,1,15,32,-23,32,NA,NA,3.5,"Western Atlantic:  Bermuda and Florida, USA;  Bahamas, northern Gulf of Mexico, around Caribbean, including Antilles and south American coast (Ref. 26938)  to Rio de Janeiro, Brazil; including northern Gulf of Mexico and the entire Caribbean Sea (Ref. 9626).  Eastern Pacific:  Mexico to Peru, including the Galapagos Islands.",reef-associated; amphidromous (Ref. 51243); freshwater; brackish; marine; depth range 1 - 15 m (Ref. 9710),,Nocturnal,Bohnsack et al,,1
Megalops_atlanticus,Megalopidae,Megalopidae,2,250,TL male/unsexed,0,30,49,-44,49,NA,NA,4.5,"Eastern Atlantic:  Senegal to Angola, with exceptional occurrences in Portugal, Azores and Atlantic coast of southern France.  Western Atlantic:  North Carolina, USA to Bahia, Brazil, with occasional occurrences off the American coast northward to Nova Scotia, Canada and southward to Canania, Brazil and Argentina.  Throughout Gulf of Mexico and Caribbean (Ref. 26938).  Eastern Central Pacific:  Cobia Island in Panama via the Panama Canal.","reef-associated; amphidromous (Ref. 51243); freshwater; brackish; marine; depth range 0 - 30 m (Ref. 3789), usually 0 - 15 m (Ref. 42064)",,Dual,Bohnsack et al 1987,,
Carangoides_bartholomaei,Carangidae,,,100,TL male/unsexed,0,50,42,-25,42,NA,NA,4.5,"Western  Atlantic:  Massachusetts (USA) and Bermuda, through the Gulf of Mexico and the Caribbean to So Paulo, Brazil (Ref. 57756).  Eastern Central Atlantic:  St. Paul""quot;s Rocks (Ref. 13121).",reef-associated; marine; depth range 0 - 50 m (Ref. 9710),no,Nocturnal,Bohnsack et al.,,1
Ciliata_mustela,Lotidae,,,25,TL male/unsexed,17,22,72,38,72,NA,NA,3.5,"Northeast Atlantic:  Lisbon north to Finnmark, around the British Isles, in the Skagerrak and Kattegat and Iceland.",demersal; oceanodromous (Ref. 51243); marine; depth range 17 - 22 m (Ref. 57178),,Nocturnal,book on otters by kruuk,,1
Acanthurus_blochii,Acanthuridae,,,45,SL male/unsexed,2,15,30,-32,32,NA,NA,2,"Indo-Pacific:  East Africa, including the Mascarene Islands (Ref. 37792) to the Hawaiian and Society islands, north to Ryukyu Islands, south to Lord Howe Island.",reef-associated; marine; depth range 1 - 12 m (Ref. 9710),no,Diurnal,Brandi_and_Bellwood 2014,,1
Acanthurus_dussumieri,Acanthuridae,,,54,TL male/unsexed,4,131,40,-37,40,24,28,2,"Indo-Pacific:  East Africa (including the Mascarene Islands, Ref. 37792) to the Hawaiian and Line islands, north to southern Japan, south to Rowley Shoals, southern Great Barrier Reef and Lord Howe Island. Absent from most of central Pacific.  ","reef-associated; marine; depth range 4 - 131 m (Ref. 9710), usually 9 - 130 m (Ref. 27115)",no,Diurnal,Brandi_and_Bellwood 2014,,1
Acanthurus_guttatus,Acanthuridae,,,26,TL male/unsexed,0,8,30,-30,30,NA,NA,2,"Indo-Pacific:  oceanic islands in the western Indian Ocean to the Hawaiian, Marquesan and Tuamoto islands, north to the Ryukyu Islands, south to New Caledonia and Rapa.",reef-associated; marine; depth range 1 - 6 m (Ref. 9710),no,Diurnal,Brandi_and_Bellwood 2014,,1
Acanthurus_japonicus,Acanthuridae,,,21,TL male/unsexed,? ,20,NA,NA,NA,24,28,,Indo-West Pacific:  Sulawesi (Indonesia) to Philippines and Ryukyu Islands.,"reef-associated; marine; depth range ? - 20 m (Ref. 48637), usually 5 - 15 m (Ref. 27115)",no,Diurnal,Brandi_and_Bellwood 2014,,1
Acanthurus_mata,Acanthuridae,,,50,TL male/unsexed,5,100,35,-24,35,23,28,2.5,"Indo-Pacific:  Red Sea south to Natal, South Africa and east to the Marquesan and Tuamoto islands, north to southern Japan, south to the southern Great Barrier Reef and New Caledonia. ","reef-associated; marine; depth range 5 - 100 m (Ref. 28016), usually 5 - 45 m (Ref. 27115)",no,Diurnal,Brandi_and_Bellwood 2014,,1
Acanthurus_nigricans,Acanthuridae,,,21.3,TL male/unsexed,1,67,30,-24,30,21,29,2,"Eastern Indian Ocean:  known only from Cocos-Keeling Islands and Christmas Island.  Pacific Ocean:  Ryukyu Islands and Great Barrier Reef to the Hawaiian Islands and French Polynesia (excluding Rapa).  This species has crossed the Eastern Pacific Barrier to the Revillagigedo Islands, Cocos Island, Galapagos Islands, and the coast of Mexico.","reef-associated; marine; depth range 1 - 67 m (Ref. 1602), usually 2 - 67 m (Ref. 27115)",no,Diurnal,Brandi_and_Bellwood 2014,,1
Acanthurus_nigrofuscus,Acanthuridae,,,21,TL male/unsexed,0,25,31,-34,34,24,28,2,"Indo-Pacific:  Red Sea south to Transkei, South Africa (Ref. 3145) and east to the Hawaiian and Tuamoto islands, north to southern Japan, south to the southern Great Barrier Reef, New Caledonia, and Rapa (Austral Islands).  ","reef-associated; marine; depth range 0 - 25 m (Ref. 48637), usually 2 - 25 m (Ref. 27115)",no,Diurnal,Brandi_and_Bellwood 2014,,1
Acanthurus_nigroris,Acanthuridae,,,25,TL male/unsexed,1,90,28,-24,28,NA,NA,2,"Indo-Pacific:  Aldabra and Seychelles to the Hawaiian, Marquesan and Tuamoto Islands; throughout Micronesia. ",reef-associated; marine; depth range 1 - 90 m (Ref. 1602),no,Diurnal,Brandi_and_Bellwood 2014,,1
Acanthurus_nubilus,Acanthuridae,,,26,TL male/unsexed,5,90,NA,NA,NA,24,28,3.4,"Indo-West Pacific:  Indonesia, Society Islands and New Caledonia (Ref. 3145).  Reported from the Austral Islands, Pitcairn, Philippines, and the Marianas (Ref. 9710).  One specimen from the Mozambique Channel (identification is provisional).","reef-associated; marine; depth range 5 - 90 m (Ref. 9710), usually 5 - 40 m (Ref. 27115)",no,Diurnal,Brandi_and_Bellwood 2014,,1
Acanthurus_olivaceus,Acanthuridae,,,35,TL male/unsexed,3,46,35,-32,35,24,28,2.3,"Pacific Ocean:  Christmas Island and Cocos-Keeling Islands in the eastern Indian Ocean to the Hawaiian and Tuamoto islands, north to Japan, south to Lord Howe Island.  Replaced by Acanthurus tennenti in the Indian Ocean (Ref. 37816).","reef-associated; marine; depth range 3 - 46 m (Ref. 1602), usually 9 - 46 m (Ref. 1602)",no,Diurnal,Brandi_and_Bellwood 2014,,1
Acanthurus_pyroferus,Acanthuridae,,,29,TL male/unsexed,4,60,32,-24,32,26,28,2,"Indo-Pacific:  Seychelles to the Marquesan and Tuamoto islands, north to southern Japan, south to the Great Barrier Reef and New Caledonia.  Replaced by Acanthurus trisits from the Maldives and Chagos Islands to Bali (Ref. 37816).  ","reef-associated; marine; depth range 4 - 60 m (Ref. 1602), usually 5 - 40 m (Ref. 27115)",no,Diurnal,Brandi_and_Bellwood 2014,,1
Acanthurus_thompsoni,Acanthuridae,,,27,TL male/unsexed,4,119,23,-29,29,24,27,3.6,"Indo-Pacific:  East Africa, including the Mascarene Islands (Ref. 37792) to the Hawaiian, Marquesan, and Ducie islands, north to southern Japan, south to Rapa (Austral Islands).  The Indian Ocean population is without the white caudal fin.  ","reef-associated; brackish; marine; depth range 4 - 119 m (Ref. 58302), usually 5 - 70 m (Ref. 27115)",no,Diurnal,Brandi_and_Bellwood 2014,,1
Acanthurus_triostegus,Acanthuridae,,,27,TL male/unsexed,0,90,26,-36,36,24,26,2.8,"Indo-Pacific:  throughout the region except for the seas around the Arabian Peninsula.  Eastern Pacific:  lower Gulf of California to Panama, including the Revillagigedo, Cocos, Clipperton, and Galapagos islands.","reef-associated; marine; depth range 0 - 90 m (Ref. 9710), usually 0 - 90 m (Ref. 27115)",no,Diurnal,Brandi_and_Bellwood 2014,,1
Acanthurus_xanthopterus,Acanthuridae,,,70,TL male/unsexed,1,100,30,-35,35,24,28,2.9,"Indo-Pacific:  East Africa to the Hawaiian Islands and French Polynesia, north to southern Japan, south to the Great Barrier Reef and New Caledonia.  Eastern Pacific:  lower Gulf of California and Clipperton Island to Panama and the Galapagos Islands.","reef-associated; marine; depth range 1 - 100 m (Ref. 9267), usually 5 - 90 m (Ref. 27115)",no,Diurnal,Brandi_and_Bellwood 2014,,1
Ctenochaetus_binotatus,Acanthuridae,Ctenochaetus,9,22,TL male/unsexed,8,53,24,-34,34,24,26,2,"Indo-Pacific:  East Africa to the Tuamoto Islands, north to southern Japan, south to central New South Wales (Australia) and New Caledonia.  Not known from the Red Sea, Gulf of Oman, the Gulf, the Hawaiian Islands, Marquesas, Rapa, Pitcairn Islands, and Easter Island.","reef-associated; marine; depth range 8 - 53 m (Ref. 1602), usually 10 - 50 m (Ref. 27115)",no,Diurnal,Brandi_and_Bellwood 2014,,1
Ctenochaetus_cyanocheilus,Acanthuridae,,,16,SL male/unsexed,1,46,28,-24,28,NA,NA,,"Western Pacific:  Ogasawara Islands, south through the Philippines and Indonesia to the Great Barrier Reef and New Caledonia, east to Samoa in the South Pacific, to the Marshall Islands.",reef-associated; marine; depth range 2 - 30 m (Ref. 42056),no,Diurnal,Brandi_and_Bellwood 2014,,1
Ctenochaetus_hawaiiensis,Acanthuridae,,,25,TL male/unsexed,1,61,28,-26,28,25,27,2,"Pacific Ocean:  throughout most Oceania, from Micronesia, Wake and Marcus islands to the Hawaiian Islands and Pitcairn Island.","reef-associated; marine; depth range 1 - 61 m (Ref. 58302), usually 5 - 40 m (Ref. 27115)",no,Diurnal,Brandi_and_Bellwood 2014,,1
Ctenochaetus_striatus,Acanthuridae,,,26,TL male/unsexed,1,35,35,-30,35,24,28,2,"Indo-Pacific:  throughout the region excluding the Hawaiian, Marquesan and Easter islands.  Record from Baker Island (US Minor Islands) based on a photograph (Ref. 42056).  Absent from Malden and Jarvis islands (Ref. 1602).  ","reef-associated; marine; depth range 3 - 30 m (Ref. 27115), usually 6 - 30 m (Ref. 58652)",no,Diurnal,Brandi_and_Bellwood 2014,,1
Ctenochaetus_strigosus,Acanthuridae,,,14.6,SL male/unsexed,1,113,30,-30,30,21,27,2,Eastern Central Pacific:  endemic to the Hawaiian Islands and Johnston Island.  Western Central Pacific:  Australia (Ref. 2334).,reef-associated; marine; depth range 1 - 113 m (Ref. 42056),no,Diurnal,Brandi_and_Bellwood 2014,,1
